Dataset,Gene,Species,GO-term,Term,Definition,Ontology
Four,RAPSN,aipysurusLaevis,GO:0033130,acetylcholine receptor binding,Interacting selectively and non-covalently with an acetylcholine receptor.,MF
Four,RAPSN,aipysurusLaevis,GO:0005829,cytosol,"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.",CC
Four,RAPSN,aipysurusLaevis,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,CC
Four,RAPSN,aipysurusLaevis,GO:0005886,plasma membrane,The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.,CC
Four,RAPSN,aipysurusLaevis,GO:0005813,centrosome,"A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle.",CC
Four,RAPSN,aipysurusLaevis,GO:0045202,synapse,"The junction between an axon of one neuron and a dendrite of another neuron, a muscle fiber or a glial cell. As the axon approaches the synapse it enlarges into a specialized structure, the presynaptic terminal bouton, which contains mitochondria and synaptic vesicles. At the tip of the terminal bouton is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic terminal bouton secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane.",CC
Four,RAPSN,aipysurusLaevis,GO:0005794,Golgi apparatus,"A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways.",CC
Four,RAPSN,aipysurusLaevis,GO:0031594,neuromuscular junction,"The junction between the axon of a motor neuron and a muscle fiber. In response to the arrival of action potentials, the presynaptic button releases molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane of the muscle fiber, leading to a change in post-synaptic potential.",CC
Four,RAPSN,aipysurusLaevis,GO:0007271,"synaptic transmission, cholinergic","The vesicular release of acetylcholine from a presynapse, across a chemical synapse, the subsequent activation of dopamine receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse.",BP
Four,RAPSN,aipysurusLaevis,GO:0043525,positive regulation of neuron apoptotic process,"Any process that activates or increases the frequency, rate or extent of cell death of neurons by apoptotic process.",BP
Four,RAPSN,aipysurusLaevis,GO:0099634,postsynaptic specialization membrane,The membrane component of the postsynaptic specialization. This is the region of the postsynaptic membrane in which the population of neurotransmitter receptors involved in synaptic transmission are concentrated.,CC
Four,RAPSN,aipysurusLaevis,GO:0007268,chemical synaptic transmission,"The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse.",BP
Four,RAPSN,aipysurusLaevis,GO:0005515,protein binding,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF
Four,FOXA1,aipysurusLaevis,GO:0005634,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",CC
Four,FOXA1,aipysurusLaevis,GO:0005654,nucleoplasm,That part of the nuclear content other than the chromosomes or the nucleolus.,CC
Four,FOXA1,aipysurusLaevis,GO:0003677,DNA binding,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,MF
Four,FOXA1,aipysurusLaevis,GO:0000122,negative regulation of transcription by RNA polymerase II,"Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II.",BP
Four,FOXA1,aipysurusLaevis,GO:0045944,positive regulation of transcription by RNA polymerase II,"Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter.",BP
Four,FOXA1,aipysurusLaevis,GO:0001650,fibrillar center,"A structure found most metazoan nucleoli, but not usually found in lower eukaryotes; surrounded by the dense fibrillar component; the zone of transcription from multiple copies of the pre-rRNA genes is in the border region between these two structures.",CC
Four,FOXA1,aipysurusLaevis,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,"Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II.",MF
Four,FOXA1,aipysurusLaevis,GO:0003700,DNA-binding transcription factor activity,"Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.",MF
Four,FOXA1,aipysurusLaevis,GO:0007219,Notch signaling pathway,"A series of molecular signals initiated by the binding of an extracellular ligand to the receptor Notch on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription.",BP
Four,FOXA1,aipysurusLaevis,GO:0003682,chromatin binding,"Interacting selectively and non-covalently with chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase.",MF
Four,FOXA1,aipysurusLaevis,GO:0043065,positive regulation of apoptotic process,"Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process.",BP
Four,FOXA1,aipysurusLaevis,GO:0043565,sequence-specific DNA binding,"Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.",MF
Four,FOXA1,aipysurusLaevis,GO:0006357,regulation of transcription by RNA polymerase II,"Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II.",BP
Four,FOXA1,aipysurusLaevis,GO:0051091,positive regulation of DNA-binding transcription factor activity,"Any process that activates or increases the frequency, rate or extent of activity of a transcription factor, any factor involved in the initiation or regulation of transcription.",BP
Four,FOXA1,aipysurusLaevis,GO:0030324,lung development,"The process whose specific outcome is the progression of the lung over time, from its formation to the mature structure. In all air-breathing vertebrates the lungs are developed from the ventral wall of the oesophagus as a pouch which divides into two sacs. In amphibians and many reptiles the lungs retain very nearly this primitive sac-like character, but in the higher forms the connection with the esophagus becomes elongated into the windpipe and the inner walls of the sacs become more and more divided, until, in the mammals, the air spaces become minutely divided into tubes ending in small air cells, in the walls of which the blood circulates in a fine network of capillaries. In mammals the lungs are more or less divided into lobes, and each lung occupies a separate cavity in the thorax.",BP
Four,FOXA1,aipysurusLaevis,GO:0010468,regulation of gene expression,"Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form.",BP
Four,FOXA1,aipysurusLaevis,GO:0045666,positive regulation of neuron differentiation,"Any process that activates or increases the frequency, rate or extent of neuron differentiation.",BP
Four,FOXA1,aipysurusLaevis,GO:0048665,neuron fate specification,"The process in which a cell becomes capable of differentiating autonomously into a neuron in an environment that is neutral with respect to the developmental pathway. Upon specification, the cell fate can be reversed.",BP
Four,FOXA1,aipysurusLaevis,GO:0045931,positive regulation of mitotic cell cycle,Any process that activates or increases the rate or extent of progression through the mitotic cell cycle.,BP
